1,0,1,0.0,2.2833333333333337,0.0,0.0,2.573136986118454e-132,6.212851445892397e-05,0,0,0.0,0.0037495579579614,1
1,0,1,0.0,2.333333333333333,0.0,0.0,8.224678397930779e-142,6.923040302300498e-05,0,1,0.0,0.0074991159159228,1
1,1,2,5.9499018266198606e-05,1.0,3.540343821623147e-09,4.507166119744295e-178,5.749555598577005e-91,5.231924364589923e-05,1,3,0.0,0.0,inf
1,0,1,0.0,1.8333333333333333,0.0,0.0,2.0587250160138507e-93,5.25666121844816e-05,2,4,0.0,9.154194233304199e-07,2
1,0,1,0.0,2.1666666666666665,0.0,0.0,1.0885271224403253e-88,5.220734824224639e-05,0,5,0.0,0.0149982318318456,2
1,0,1,0.0,2.333333333333333,0.0,0.0,1.3885769960670554e-77,5.3046929539660576e-05,0,6,0.0,0.0074991159159228,1
1,0,1,0.0,1.8333333333333333,0.0,0.0,6.8743967827369834e-59,5.146862362990842e-05,0,7,0.0,0.0,1
1,0,1,0.0,1.8333333333333333,0.0,0.0,2.1447320481508638e-11,4.9657479182704545e-05,3,8,0.0,9.154194233304199e-07,1
1,1,2,5.9499018266198606e-05,1.0,3.540343821623147e-09,4.507166119744295e-178,8.224678397930779e-142,6.327861171089166e-05,4,10,0.0,0.0,inf
1,1,2,5.9499018266198606e-05,2.1666666666666665,1.4161375286492588e-08,4.507166119744295e-178,7.373260306738226e-16,4.973752598215783e-05,0,12,0.0,0.0149982318318456,2
1,0,1,0.0,2.333333333333333,0.0,0.0,3.4055184453765028e-155,7.042444131282719e-05,0,13,0.0,0.0074991159159228,0
1,0,1,0.0,2.083333333333333,0.0,0.0,1.3885769960670554e-77,5.133713024003569e-05,5,14,0.0,1.8308388466608399e-06,0
1,0,1,0.0,2.333333333333333,0.0,0.0,4.507166133931472e-178,9.160543494160568e-05,0,15,0.0,0.0074991159159228,0
1,1,2,5.9499018266198606e-05,2.1666666666666665,1.4161375286492588e-08,4.507166119744295e-178,7.373260306738226e-16,4.973752598215783e-05,0,17,0.0,0.0149982318318456,2
1,0,1,0.0,1.8333333333333333,0.0,0.0,0.004975124238554577,4.955482357952357e-05,2,18,0.0,9.154194233304199e-07,1
1,0,1,0.0,2.1666666666666665,0.0,0.0,6.55868748933881e-30,4.9806155347231705e-05,0,19,0.0,0.0149982318318456,2
1,0,1,0.0,1.5,0.0,0.0,4.507166133931472e-178,9.277710843660157e-05,6,20,0.0,0.0,0
1,0,1,0.0,1.8333333333333333,0.0,0.0,2.573136986118469e-56,5.047664857345509e-05,2,21,0.0,9.154194233304199e-07,1
1,0,1,0.0,2.083333333333333,0.0,0.0,4.764609462662358e-76,5.138687487284711e-05,0,22,0.0,0.0074991159159228,1
1,1,2,5.9499018266198606e-05,2.1666666666666665,1.4161375286492588e-08,4.507166119744295e-178,1.2600639814017418e-44,5.007328812730875e-05,0,24,0.0,0.0149982318318456,2
1,0,1,0.0,2.1666666666666665,0.0,0.0,9.024863685836807e-20,5.0912540224245996e-05,0,25,0.0,0.0149982318318456,1
1,0,1,0.0,1.8333333333333333,0.0,0.0,1.1083238280958455e-15,4.9659698789709426e-05,2,26,0.0,9.154194233304199e-07,1
1,0,1,0.0,1.8333333333333333,0.0,0.0,1.4723857010779435e-84,5.1874691362649366e-05,7,27,0.0,9.154194233304199e-07,2
1,0,1,0.0,1.8333333333333333,0.0,0.0,3.547790255402889e-73,5.2626868676302433e-05,0,28,0.0,0.0,1
1,0,1,0.0,1.8333333333333333,0.0,0.0,1.4723857010779435e-84,5.1874691362649366e-05,7,29,0.0,9.154194233304199e-07,2
1,0,1,0.0,1.8333333333333333,0.0,0.0,2.5493793428038745e-38,4.9981174161785675e-05,3,30,0.0,9.154194233304199e-07,2
1,0,1,0.0,1.8333333333333333,0.0,0.0,5.749555598577005e-91,5.24324963411548e-05,7,31,0.0,9.154194233304199e-07,1
